"class_name","method_name","method_qualified","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::auth::FacebookAuthCredential","GetProvider","firebase::auth::FacebookAuthCredential::GetProvider","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/auth_providers/facebook_auth_credential.h",34
"firebase::auth::FacebookAuthCredential","CreateVerifyAssertionRequest","firebase::auth::FacebookAuthCredential::CreateVerifyAssertionRequest","return","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","auth/src/desktop/auth_providers/facebook_auth_credential.h",36
"firebase::auth::GitHubAuthCredential","operator=","firebase::auth::GitHubAuthCredential::operator=","return","GitHubAuthCredential &","GitHubAuthCredential &","auth/src/desktop/auth_providers/github_auth_credential.h",32
"firebase::auth::GitHubAuthCredential","GetProvider","firebase::auth::GitHubAuthCredential::GetProvider","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/auth_providers/github_auth_credential.h",34
"firebase::auth::GitHubAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GitHubAuthCredential::CreateVerifyAssertionRequest","return","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","auth/src/desktop/auth_providers/github_auth_credential.h",36
"firebase::auth::GoogleAuthCredential","operator=","firebase::auth::GoogleAuthCredential::operator=","return","GoogleAuthCredential &","GoogleAuthCredential &","auth/src/desktop/auth_providers/google_auth_credential.h",32
"firebase::auth::GoogleAuthCredential","GetProvider","firebase::auth::GoogleAuthCredential::GetProvider","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/auth_providers/google_auth_credential.h",34
"firebase::auth::GoogleAuthCredential","CreateVerifyAssertionRequest","firebase::auth::GoogleAuthCredential::CreateVerifyAssertionRequest","return","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","auth/src/desktop/auth_providers/google_auth_credential.h",36
"firebase::firestore::jni::Global<T>","operator=","firebase::firestore::jni::Global<T>::operator=","return","Global<T> &","Global<T> &","firestore/src/jni/ownership.h",192
"firebase::firestore::jni::Global<T>","operator=","firebase::firestore::jni::Global<T>::operator=","return","Global<T> &","Global<T> &","firestore/src/jni/ownership.h",204
"firebase::firestore::jni::Global<T>","operator=","firebase::firestore::jni::Global<T>::operator=","return","Global<T> &","Global<T> &","firestore/src/jni/ownership.h",221
"firebase::firestore::jni::Global<T>","operator=","firebase::firestore::jni::Global<T>::operator=","return","Global<T> &","Global<T> &","firestore/src/jni/ownership.h",228
"firebase::firestore::jni::Global<T>","operator=","firebase::firestore::jni::Global<T>::operator=","return","Global<T> &","Global<T> &","firestore/src/jni/ownership.h",245
"firebase::firestore::jni::Global<T>","get","firebase::firestore::jni::Global<T>::get","return","type","type","firestore/src/jni/ownership.h",260
"firebase::firestore::jni::Global<T>","release","firebase::firestore::jni::Global<T>::release","return","type","type","firestore/src/jni/ownership.h",262
"firebase::firestore::jni::Object","operator=","firebase::firestore::jni::Object::operator=","return","Object &","Object &","firestore/src/jni/object.h",41
"firebase::firestore::jni::Object","ToString","firebase::firestore::jni::Object::ToString","return","error","error","firestore/src/jni/object.cc",43
"firebase::firestore::jni::Object","ToString","firebase::firestore::jni::Object::ToString","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/jni/object.cc",43
"firebase::firestore::jni::Object","GetClass","firebase::firestore::jni::Object::GetClass","return","Class","Class","firestore/src/jni/object.cc",41
"firebase::firestore::jni::Object","get","firebase::firestore::jni::Object::get","return","error","error","firestore/src/jni/object.h",49
"firebase::firestore::jni::Object","CastTo","firebase::firestore::jni::Object::CastTo","return","U","U","firestore/src/jni/object.h",57
"firebase::firestore::jni::Object","CastTo","firebase::firestore::jni::Object::CastTo","return","Throwable","Throwable","firestore/src/jni/object.h",57
"firebase::firestore::jni::internal::ConverterChoice<4>","operator=","firebase::firestore::jni::internal::ConverterChoice<4>::operator=","return","ConverterChoice<4> &","ConverterChoice<4> &","firestore/src/jni/traits.h",139
"firebase::firestore::jni::IsReference<<error-type>>","operator=","firebase::firestore::jni::IsReference<<error-type>>::operator=","return","IsReference<<error-type>> &","IsReference<<error-type>> &","firestore/src/jni/traits.h",46
"firebase::firestore::jni::IsReference<<error-type>>","operator=","firebase::firestore::jni::IsReference<<error-type>>::operator=","return","IsReference<<error-type>> &","IsReference<<error-type>> &","firestore/src/jni/traits.h",47
"firebase::firestore::jni::IsReference<<error-type>>","operator=","firebase::firestore::jni::IsReference<<error-type>>::operator=","return","IsReference<<error-type>> &","IsReference<<error-type>> &","firestore/src/jni/traits.h",48
"firebase::firestore::jni::IsReference<<error-type>>","operator=","firebase::firestore::jni::IsReference<<error-type>>::operator=","return","IsReference<<error-type>> &","IsReference<<error-type>> &","firestore/src/jni/traits.h",49
"firebase::firestore::jni::IsReference<<error-type>>","operator=","firebase::firestore::jni::IsReference<<error-type>>::operator=","return","IsReference<<error-type>> &","IsReference<<error-type>> &","firestore/src/jni/traits.h",50
"firebase::firestore::jni::IsReference<<error-type>>","operator=","firebase::firestore::jni::IsReference<<error-type>>::operator=","return","IsReference<<error-type>> &","IsReference<<error-type>> &","firestore/src/jni/traits.h",51
"firebase::firestore::jni::IsReference<<error-type>>","operator=","firebase::firestore::jni::IsReference<<error-type>>::operator=","return","IsReference<<error-type>> &","IsReference<<error-type>> &","firestore/src/jni/traits.h",52
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",36
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",37
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",38
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",39
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",40
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",41
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",42
"firebase::firestore::jni::IsPrimitive<<error-type>>","operator=","firebase::firestore::jni::IsPrimitive<<error-type>>::operator=","return","IsPrimitive<<error-type>> &","IsPrimitive<<error-type>> &","firestore/src/jni/traits.h",43
"firebase::firestore::jni::JniTypeMap<Array<double>>","operator=","firebase::firestore::jni::JniTypeMap<Array<double>>::operator=","return","JniTypeMap<Array<double>> &","JniTypeMap<Array<double>> &","firestore/src/jni/traits.h",87
"firebase::firestore::jni::JniTypeMap<Array<float>>","operator=","firebase::firestore::jni::JniTypeMap<Array<float>>::operator=","return","JniTypeMap<Array<float>> &","JniTypeMap<Array<float>> &","firestore/src/jni/traits.h",86
"firebase::firestore::jni::JniTypeMap<Array<long long>>","operator=","firebase::firestore::jni::JniTypeMap<Array<long long>>::operator=","return","JniTypeMap<Array<long long>> &","JniTypeMap<Array<long long>> &","firestore/src/jni/traits.h",85
"firebase::firestore::jni::JniTypeMap<Array<int>>","operator=","firebase::firestore::jni::JniTypeMap<Array<int>>::operator=","return","JniTypeMap<Array<int>> &","JniTypeMap<Array<int>> &","firestore/src/jni/traits.h",84
"firebase::firestore::jni::JniTypeMap<Array<short>>","operator=","firebase::firestore::jni::JniTypeMap<Array<short>>::operator=","return","JniTypeMap<Array<short>> &","JniTypeMap<Array<short>> &","firestore/src/jni/traits.h",83
"firebase::firestore::jni::JniTypeMap<Array<unsigned short>>","operator=","firebase::firestore::jni::JniTypeMap<Array<unsigned short>>::operator=","return","JniTypeMap<Array<unsigned short>> &","JniTypeMap<Array<unsigned short>> &","firestore/src/jni/traits.h",82
"firebase::firestore::jni::JniTypeMap<Array<unsigned char>>","operator=","firebase::firestore::jni::JniTypeMap<Array<unsigned char>>::operator=","return","JniTypeMap<Array<unsigned char>> &","JniTypeMap<Array<unsigned char>> &","firestore/src/jni/traits.h",81
"firebase::firestore::jni::JniTypeMap<Array<bool>>","operator=","firebase::firestore::jni::JniTypeMap<Array<bool>>::operator=","return","JniTypeMap<Array<bool>> &","JniTypeMap<Array<bool>> &","firestore/src/jni/traits.h",80
"firebase::firestore::jni::JniTypeMap<Throwable>","operator=","firebase::firestore::jni::JniTypeMap<Throwable>::operator=","return","JniTypeMap<Throwable> &","JniTypeMap<Throwable> &","firestore/src/jni/traits.h",75
"firebase::firestore::jni::JniTypeMap<String>","operator=","firebase::firestore::jni::JniTypeMap<String>::operator=","return","JniTypeMap<String> &","JniTypeMap<String> &","firestore/src/jni/traits.h",74
"firebase::firestore::jni::JniTypeMap<Object>","operator=","firebase::firestore::jni::JniTypeMap<Object>::operator=","return","JniTypeMap<Object> &","JniTypeMap<Object> &","firestore/src/jni/traits.h",73
"firebase::firestore::jni::JniTypeMap<Class>","operator=","firebase::firestore::jni::JniTypeMap<Class>::operator=","return","JniTypeMap<Class> &","JniTypeMap<Class> &","firestore/src/jni/traits.h",72
"firebase::firestore::jni::JniTypeMap<void>","operator=","firebase::firestore::jni::JniTypeMap<void>::operator=","return","JniTypeMap<void> &","JniTypeMap<void> &","firestore/src/jni/traits.h",70
"firebase::firestore::jni::JniTypeMap<unsigned long>","operator=","firebase::firestore::jni::JniTypeMap<unsigned long>::operator=","return","JniTypeMap<unsigned long> &","JniTypeMap<unsigned long> &","firestore/src/jni/traits.h",69
"firebase::firestore::jni::JniTypeMap<double>","operator=","firebase::firestore::jni::JniTypeMap<double>::operator=","return","JniTypeMap<double> &","JniTypeMap<double> &","firestore/src/jni/traits.h",67
"firebase::firestore::jni::JniTypeMap<float>","operator=","firebase::firestore::jni::JniTypeMap<float>::operator=","return","JniTypeMap<float> &","JniTypeMap<float> &","firestore/src/jni/traits.h",66
"firebase::firestore::jni::JniTypeMap<long long>","operator=","firebase::firestore::jni::JniTypeMap<long long>::operator=","return","JniTypeMap<long long> &","JniTypeMap<long long> &","firestore/src/jni/traits.h",65
"firebase::firestore::jni::JniTypeMap<int>","operator=","firebase::firestore::jni::JniTypeMap<int>::operator=","return","JniTypeMap<int> &","JniTypeMap<int> &","firestore/src/jni/traits.h",64
"firebase::firestore::jni::JniTypeMap<short>","operator=","firebase::firestore::jni::JniTypeMap<short>::operator=","return","JniTypeMap<short> &","JniTypeMap<short> &","firestore/src/jni/traits.h",63
"firebase::firestore::jni::JniTypeMap<unsigned short>","operator=","firebase::firestore::jni::JniTypeMap<unsigned short>::operator=","return","JniTypeMap<unsigned short> &","JniTypeMap<unsigned short> &","firestore/src/jni/traits.h",62
"firebase::firestore::jni::JniTypeMap<unsigned char>","operator=","firebase::firestore::jni::JniTypeMap<unsigned char>::operator=","return","JniTypeMap<unsigned char> &","JniTypeMap<unsigned char> &","firestore/src/jni/traits.h",61
"firebase::firestore::jni::JniTypeMap<bool>","operator=","firebase::firestore::jni::JniTypeMap<bool>::operator=","return","JniTypeMap<bool> &","JniTypeMap<bool> &","firestore/src/jni/traits.h",60
"firebase::auth::AuthRequest","operator=","firebase::auth::AuthRequest::operator=","return","AuthRequest &","AuthRequest &","auth/src/desktop/rpcs/auth_request.h",43
"firebase::auth::OAuthCredential","operator=","firebase::auth::OAuthCredential::operator=","return","OAuthCredential &","OAuthCredential &","auth/src/desktop/auth_providers/oauth_auth_credential.h",32
"firebase::auth::OAuthCredential","GetProvider","firebase::auth::OAuthCredential::GetProvider","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/auth_providers/oauth_auth_credential.h",34
"firebase::auth::OAuthCredential","CreateVerifyAssertionRequest","firebase::auth::OAuthCredential::CreateVerifyAssertionRequest","return","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","auth/src/desktop/auth_providers/oauth_auth_credential.h",36
"firebase::auth::FederatedProviderData","operator=","firebase::auth::FederatedProviderData::operator=","return","FederatedProviderData &","FederatedProviderData &","auth/src/include/firebase/auth/types.h",435
"firebase::auth::FederatedOAuthProviderData","operator=","firebase::auth::FederatedOAuthProviderData::operator=","return","FederatedOAuthProviderData &","FederatedOAuthProviderData &","auth/src/include/firebase/auth/types.h",442
"firebase::auth::UserMetadata","operator=","firebase::auth::UserMetadata::operator=","return","UserMetadata &","UserMetadata &","auth/src/include/firebase/auth/user.h",142
"firebase::auth::FederatedOAuthProvider","operator=","firebase::auth::FederatedOAuthProvider::operator=","return","FederatedOAuthProvider &","FederatedOAuthProvider &","auth/src/include/firebase/auth.h",866
"firebase::auth::PlayGamesAuthCredential","operator=","firebase::auth::PlayGamesAuthCredential::operator=","return","PlayGamesAuthCredential &","PlayGamesAuthCredential &","auth/src/desktop/auth_providers/playgames_auth_credential.h",32
"firebase::auth::PlayGamesAuthCredential","GetProvider","firebase::auth::PlayGamesAuthCredential::GetProvider","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/auth_providers/playgames_auth_credential.h",34
"firebase::auth::PlayGamesAuthCredential","CreateVerifyAssertionRequest","firebase::auth::PlayGamesAuthCredential::CreateVerifyAssertionRequest","return","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","auth/src/desktop/auth_providers/playgames_auth_credential.h",36
"firebase::auth::TwitterAuthCredential","operator=","firebase::auth::TwitterAuthCredential::operator=","return","TwitterAuthCredential &","TwitterAuthCredential &","auth/src/desktop/auth_providers/twitter_auth_credential.h",32
"firebase::auth::TwitterAuthCredential","GetProvider","firebase::auth::TwitterAuthCredential::GetProvider","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/auth_providers/twitter_auth_credential.h",34
"firebase::auth::TwitterAuthCredential","CreateVerifyAssertionRequest","firebase::auth::TwitterAuthCredential::CreateVerifyAssertionRequest","return","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","auth/src/desktop/auth_providers/twitter_auth_credential.h",36
"firebase::auth::UserView::Writer","operator=","firebase::auth::UserView::Writer::operator=","return","Writer &","Writer &","auth/src/desktop/user_view.h",78
"firebase::auth::UserView::Writer","operator->","firebase::auth::UserView::Writer::operator->","return","UserData *","UserData *","auth/src/desktop/user_view.h",81
"firebase::auth::UserInfoInterfaceImpl","operator=","firebase::auth::UserInfoInterfaceImpl::operator=","return","UserInfoInterfaceImpl &","UserInfoInterfaceImpl &","auth/src/desktop/provider_user_info.h",28
"firebase::auth::UserInfoInterfaceImpl","phone_number","firebase::auth::UserInfoInterfaceImpl::phone_number","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/provider_user_info.h",37
"firebase::auth::UserInfoInterfaceImpl","uid","firebase::auth::UserInfoInterfaceImpl::uid","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/provider_user_info.h",32
"firebase::auth::UserInfoInterfaceImpl","email","firebase::auth::UserInfoInterfaceImpl::email","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/provider_user_info.h",33
"firebase::auth::UserInfoInterfaceImpl","provider_id","firebase::auth::UserInfoInterfaceImpl::provider_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/provider_user_info.h",36
"firebase::auth::UserInfoInterfaceImpl","photo_url","firebase::auth::UserInfoInterfaceImpl::photo_url","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/provider_user_info.h",35
"firebase::auth::UserInfoInterfaceImpl","display_name","firebase::auth::UserInfoInterfaceImpl::display_name","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/provider_user_info.h",34
"firebase::auth::GetAccountInfoResponse","operator=","firebase::auth::GetAccountInfoResponse::operator=","return","GetAccountInfoResponse &","GetAccountInfoResponse &","auth/src/desktop/rpcs/get_account_info_response.h",30
"firebase::auth::GetAccountInfoResponse","phone_number","firebase::auth::GetAccountInfoResponse::phone_number","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/get_account_info_response.h",70
"firebase::auth::GetAccountInfoResponse","email","firebase::auth::GetAccountInfoResponse::email","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/get_account_info_response.h",46
"firebase::auth::GetAccountInfoResponse","photo_url","firebase::auth::GetAccountInfoResponse::photo_url","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/get_account_info_response.h",52
"firebase::auth::GetAccountInfoResponse","display_name","firebase::auth::GetAccountInfoResponse::display_name","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/get_account_info_response.h",40
"firebase::auth::GetAccountInfoResponse","local_id","firebase::auth::GetAccountInfoResponse::local_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/get_account_info_response.h",34
"firebase::auth::GetAccountInfoResponse","providerUserInfos","firebase::auth::GetAccountInfoResponse::providerUserInfos","return","<error-type> &","<error-type> &","auth/src/desktop/rpcs/get_account_info_response.h",89
"firebase::auth::GetAccountInfoResponse","password_hash","firebase::auth::GetAccountInfoResponse::password_hash","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/get_account_info_response.h",64
"firebase::auth::AuthResponse","operator=","firebase::auth::AuthResponse::operator=","return","AuthResponse &","AuthResponse &","auth/src/desktop/rpcs/auth_response.h",30
"firebase::auth::DeleteAccountRequest","operator=","firebase::auth::DeleteAccountRequest::operator=","return","DeleteAccountRequest &","DeleteAccountRequest &","auth/src/desktop/rpcs/delete_account_request.h",29
"firebase::auth::(unnamed namespace)::ErrorCodeToDescription","operator=","firebase::auth::(unnamed namespace)::ErrorCodeToDescription::operator=","return","ErrorCodeToDescription &","ErrorCodeToDescription &","auth/src/desktop/rpcs/error_codes.cc",82
"firebase::auth::(unnamed namespace)::BackendErrorToCode","operator=","firebase::auth::(unnamed namespace)::BackendErrorToCode::operator=","return","BackendErrorToCode &","BackendErrorToCode &","auth/src/desktop/rpcs/error_codes.cc",25
"firebase::auth::ResetPasswordRequest","operator=","firebase::auth::ResetPasswordRequest::operator=","return","ResetPasswordRequest &","ResetPasswordRequest &","auth/src/desktop/rpcs/reset_password_request.h",28
"firebase::auth::SecureTokenRequest","operator=","firebase::auth::SecureTokenRequest::operator=","return","SecureTokenRequest &","SecureTokenRequest &","auth/src/desktop/rpcs/secure_token_request.h",28
"firebase::auth::SetAccountInfoRequest","operator=","firebase::auth::SetAccountInfoRequest::operator=","return","SetAccountInfoRequest &","SetAccountInfoRequest &","auth/src/desktop/rpcs/set_account_info_request.h",32
"firebase::auth::SetAccountInfoRequest","CreateUnlinkProviderRequest","firebase::auth::SetAccountInfoRequest::CreateUnlinkProviderRequest","return","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","auth/src/desktop/rpcs/set_account_info_request.cc",119
"firebase::auth::SetAccountInfoRequest","CreateUpdateProfileRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateProfileRequest","return","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","auth/src/desktop/rpcs/set_account_info_request.cc",90
"firebase::auth::SetAccountInfoRequest","CreateLinkWithEmailAndPasswordRequest","firebase::auth::SetAccountInfoRequest::CreateLinkWithEmailAndPasswordRequest","return","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","auth/src/desktop/rpcs/set_account_info_request.cc",71
"firebase::auth::SetAccountInfoRequest","CreateUpdatePasswordRequest","firebase::auth::SetAccountInfoRequest::CreateUpdatePasswordRequest","return","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","auth/src/desktop/rpcs/set_account_info_request.cc",54
"firebase::auth::SetAccountInfoRequest","CreateUpdateEmailRequest","firebase::auth::SetAccountInfoRequest::CreateUpdateEmailRequest","return","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","auth/src/desktop/rpcs/set_account_info_request.cc",40
"firebase::auth::SignUpRequest","operator=","firebase::auth::SignUpRequest::operator=","return","SignUpRequest &","SignUpRequest &","auth/src/desktop/rpcs/sign_up_request.h",34
"firebase::auth::SignUpRequest","CreateLinkWithEmailAndPasswordRequest","firebase::auth::SignUpRequest::CreateLinkWithEmailAndPasswordRequest","return","unique_ptr<SignUpRequest, default_delete<SignUpRequest>>","unique_ptr<SignUpRequest, default_delete<SignUpRequest>>","auth/src/desktop/rpcs/sign_up_request.cc",41
"firebase::auth::SetAccountInfoResponse","operator=","firebase::auth::SetAccountInfoResponse::operator=","return","SetAccountInfoResponse &","SetAccountInfoResponse &","auth/src/desktop/rpcs/set_account_info_response.h",30
"firebase::auth::SetAccountInfoResponse","email","firebase::auth::SetAccountInfoResponse::email","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/set_account_info_response.h",48
"firebase::auth::SetAccountInfoResponse","photo_url","firebase::auth::SetAccountInfoResponse::photo_url","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/set_account_info_response.h",52
"firebase::auth::SetAccountInfoResponse","display_name","firebase::auth::SetAccountInfoResponse::display_name","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/set_account_info_response.h",50
"firebase::auth::SetAccountInfoResponse","id_token","firebase::auth::SetAccountInfoResponse::id_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/set_account_info_response.h",36
"firebase::auth::SetAccountInfoResponse","local_id","firebase::auth::SetAccountInfoResponse::local_id","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/set_account_info_response.h",34
"firebase::auth::SetAccountInfoResponse","refresh_token","firebase::auth::SetAccountInfoResponse::refresh_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/set_account_info_response.h",38
"firebase::auth::SetAccountInfoResponse","providerUserInfos","firebase::auth::SetAccountInfoResponse::providerUserInfos","return","<error-type> &","<error-type> &","auth/src/desktop/rpcs/set_account_info_response.h",57
"firebase::auth::SetAccountInfoResponse","password_hash","firebase::auth::SetAccountInfoResponse::password_hash","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/set_account_info_response.h",54
"firebase::auth::SetAccountInfoResult","operator=","firebase::auth::SetAccountInfoResult::operator=","return","SetAccountInfoResult &","SetAccountInfoResult &","auth/src/desktop/set_account_info_result.h",62
"firebase::auth::SetAccountInfoResult","error","firebase::auth::SetAccountInfoResult::error","return","AuthError","AuthError","auth/src/desktop/set_account_info_result.h",79
"firebase::auth::SetAccountInfoResult","FromResponse","firebase::auth::SetAccountInfoResult::FromResponse","return","SetAccountInfoResult","SetAccountInfoResult","auth/src/desktop/set_account_info_result.cc",43
"firebase::auth::SetAccountInfoResult","MergeToCurrentUser","firebase::auth::SetAccountInfoResult::MergeToCurrentUser","return","User *","User *","auth/src/desktop/set_account_info_result.cc",72
"firebase::auth::TokenUpdate","operator=","firebase::auth::TokenUpdate::operator=","return","TokenUpdate &","TokenUpdate &","auth/src/desktop/set_account_info_result.h",34
"firebase::auth::DeleteAccountResponse","operator=","firebase::auth::DeleteAccountResponse::operator=","return","DeleteAccountResponse &","DeleteAccountResponse &","auth/src/desktop/rpcs/delete_account_response.h",26
"firebase::auth::(unnamed namespace)::GetTokenResult","operator=","firebase::auth::(unnamed namespace)::GetTokenResult::operator=","return","GetTokenResult &","GetTokenResult &","auth/src/desktop/user_desktop.cc",67
"firebase::auth::(unnamed namespace)::GetTokenResult","error","firebase::auth::(unnamed namespace)::GetTokenResult::error","return","AuthError","AuthError","auth/src/desktop/user_desktop.cc",74
"firebase::auth::(unnamed namespace)::GetTokenResult","token","firebase::auth::(unnamed namespace)::GetTokenResult::token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/user_desktop.cc",75
"firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>","future","firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>::future","return","Future<basic_string<char, char_traits<char>, allocator<char>>>","Future<basic_string<char, char_traits<char>, allocator<char>>>","auth/src/desktop/promise.h",76
"firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>","InvalidateLastResult","firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>::InvalidateLastResult","return","Future<basic_string<char, char_traits<char>, allocator<char>>>","Future<basic_string<char, char_traits<char>, allocator<char>>>","auth/src/desktop/promise.h",66
"firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>","LastResult","firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>::LastResult","return","Future<basic_string<char, char_traits<char>, allocator<char>>>","Future<basic_string<char, char_traits<char>, allocator<char>>>","auth/src/desktop/promise.h",71
"firebase::auth::SecureTokenResponse","operator=","firebase::auth::SecureTokenResponse::operator=","return","SecureTokenResponse &","SecureTokenResponse &","auth/src/desktop/rpcs/secure_token_response.h",28
"firebase::auth::SecureTokenResponse","access_token","firebase::auth::SecureTokenResponse::access_token","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/rpcs/secure_token_response.h",33
