"class_name","method_name","method_qualified","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::firestore::DocumentReference","firestore","firebase::firestore::DocumentReference::firestore","return","Firestore *","Firestore *","firestore/src/common/document_reference.cc",101
"firebase::firestore::DocumentReference","firestore","firebase::firestore::DocumentReference::firestore","return","Firestore *","Firestore *","firestore/src/common/document_reference.cc",109
"firebase::firestore::DocumentReference","path","firebase::firestore::DocumentReference::path","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/common/document_reference.cc",119
"firebase::firestore::DocumentReference","id","firebase::firestore::DocumentReference::id","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/src/common/document_reference.cc",114
"firebase::firestore::DocumentReference","Get","firebase::firestore::DocumentReference::Get","return","Future<DocumentSnapshot>","Future<DocumentSnapshot>","firestore/src/common/document_reference.cc",152
"firebase::firestore::DocumentReference","Delete","firebase::firestore::DocumentReference::Delete","return","Future<void>","Future<void>","firestore/src/common/document_reference.cc",173
"firebase::firestore::DocumentReference","Set","firebase::firestore::DocumentReference::Set","return","Future<void>","Future<void>","firestore/src/common/document_reference.cc",157
"firebase::firestore::DocumentReference","Collection","firebase::firestore::DocumentReference::Collection","return","CollectionReference","CollectionReference","firestore/src/common/document_reference.cc",129
"firebase::firestore::DocumentReference","Collection","firebase::firestore::DocumentReference::Collection","return","CollectionReference","CollectionReference","firestore/src/common/document_reference.cc",142
"firebase::firestore::DocumentReference","AddSnapshotListener","firebase::firestore::DocumentReference::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/include/firebase/firestore/document_reference.h",264
"firebase::firestore::DocumentReference","AddSnapshotListener","firebase::firestore::DocumentReference::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/include/firebase/firestore/document_reference.h",282
"firebase::firestore::DocumentReference","AddSnapshotListener","firebase::firestore::DocumentReference::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/common/document_reference.cc",178
"firebase::firestore::DocumentReference","AddSnapshotListener","firebase::firestore::DocumentReference::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/common/document_reference.cc",184
"firebase::firestore::DocumentReference","Parent","firebase::firestore::DocumentReference::Parent","return","CollectionReference","CollectionReference","firestore/src/common/document_reference.cc",124
"firebase::firestore::DocumentReference","Update","firebase::firestore::DocumentReference::Update","return","Future<void>","Future<void>","firestore/src/common/document_reference.cc",163
"firebase::firestore::DocumentReference","Update","firebase::firestore::DocumentReference::Update","return","Future<void>","Future<void>","firestore/src/common/document_reference.cc",168
"firebase::firestore::DocumentReferenceInternal","operator=","firebase::firestore::DocumentReferenceInternal::operator=","return","DocumentReferenceInternal &","DocumentReferenceInternal &","firestore/src/main/document_reference_main.h",47
"firebase::firestore::DocumentReferenceInternal","operator=","firebase::firestore::DocumentReferenceInternal::operator=","return","DocumentReferenceInternal &","DocumentReferenceInternal &","firestore/src/android/document_reference_android.h",35
"firebase::firestore::DocumentReferenceInternal","GetClass","firebase::firestore::DocumentReferenceInternal::GetClass","return","Class","Class","firestore/src/android/document_reference_android.cc",210
"firebase::firestore::DocumentReferenceInternal","Create","firebase::firestore::DocumentReferenceInternal::Create","return","DocumentReference","DocumentReference","firestore/src/android/document_reference_android.cc",92
"firebase::firestore::DocumentReferenceInternal","firestore","firebase::firestore::DocumentReferenceInternal::firestore","return","Firestore *","Firestore *","firestore/src/android/document_reference_android.cc",103
"firebase::firestore::DocumentReferenceInternal","path","firebase::firestore::DocumentReferenceInternal::path","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/src/android/document_reference_android.cc",116
"firebase::firestore::DocumentReferenceInternal","path","firebase::firestore::DocumentReferenceInternal::path","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/main/document_reference_main.h",55
"firebase::firestore::DocumentReferenceInternal","id","firebase::firestore::DocumentReferenceInternal::id","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/src/main/document_reference_main.h",54
"firebase::firestore::DocumentReferenceInternal","id","firebase::firestore::DocumentReferenceInternal::id","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/src/android/document_reference_android.cc",108
"firebase::firestore::DocumentReferenceInternal","key","firebase::firestore::DocumentReferenceInternal::key","return","<error-type> &","<error-type> &","firestore/src/main/document_reference_main.h",56
"firebase::firestore::DocumentReferenceInternal","Get","firebase::firestore::DocumentReferenceInternal::Get","return","Future<DocumentSnapshot>","Future<DocumentSnapshot>","firestore/src/main/document_reference_main.h",61
"firebase::firestore::DocumentReferenceInternal","Get","firebase::firestore::DocumentReferenceInternal::Get","return","Future<DocumentSnapshot>","Future<DocumentSnapshot>","firestore/src/android/document_reference_android.cc",138
"firebase::firestore::DocumentReferenceInternal","Delete","firebase::firestore::DocumentReferenceInternal::Delete","return","Future<void>","Future<void>","firestore/src/android/document_reference_android.cc",174
"firebase::firestore::DocumentReferenceInternal","Set","firebase::firestore::DocumentReferenceInternal::Set","return","Future<void>","Future<void>","firestore/src/main/document_reference_main.h",63
"firebase::firestore::DocumentReferenceInternal","Set","firebase::firestore::DocumentReferenceInternal::Set","return","Future<void>","Future<void>","firestore/src/android/document_reference_android.cc",145
"firebase::firestore::DocumentReferenceInternal","Collection","firebase::firestore::DocumentReferenceInternal::Collection","return","CollectionReference","CollectionReference","firestore/src/main/document_reference_main.h",59
"firebase::firestore::DocumentReferenceInternal","Collection","firebase::firestore::DocumentReferenceInternal::Collection","return","CollectionReference","CollectionReference","firestore/src/android/document_reference_android.cc",130
"firebase::firestore::DocumentReferenceInternal","AddSnapshotListener","firebase::firestore::DocumentReferenceInternal::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/main/document_reference_main.h",70
"firebase::firestore::DocumentReferenceInternal","AddSnapshotListener","firebase::firestore::DocumentReferenceInternal::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/main/document_reference_main.h",74
"firebase::firestore::DocumentReferenceInternal","AddSnapshotListener","firebase::firestore::DocumentReferenceInternal::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/android/document_reference_android.h",161
"firebase::firestore::DocumentReferenceInternal","AddSnapshotListener","firebase::firestore::DocumentReferenceInternal::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/android/document_reference_android.cc",180
"firebase::firestore::DocumentReferenceInternal","AddSnapshotListener","firebase::firestore::DocumentReferenceInternal::AddSnapshotListener","return","ListenerRegistration","ListenerRegistration","firestore/src/android/document_reference_android.cc",191
"firebase::firestore::DocumentReferenceInternal","Parent","firebase::firestore::DocumentReferenceInternal::Parent","return","CollectionReference","CollectionReference","firestore/src/main/document_reference_main.h",58
"firebase::firestore::DocumentReferenceInternal","Parent","firebase::firestore::DocumentReferenceInternal::Parent","return","CollectionReference","CollectionReference","firestore/src/android/document_reference_android.cc",124
"firebase::firestore::DocumentReferenceInternal","Update","firebase::firestore::DocumentReferenceInternal::Update","return","Future<void>","Future<void>","firestore/src/main/document_reference_main.h",65
"firebase::firestore::DocumentReferenceInternal","Update","firebase::firestore::DocumentReferenceInternal::Update","return","Future<void>","Future<void>","firestore/src/main/document_reference_main.h",66
"firebase::firestore::DocumentReferenceInternal","Update","firebase::firestore::DocumentReferenceInternal::Update","return","Future<void>","Future<void>","firestore/src/android/document_reference_android.cc",154
"firebase::firestore::DocumentReferenceInternal","Update","firebase::firestore::DocumentReferenceInternal::Update","return","Future<void>","Future<void>","firestore/src/android/document_reference_android.cc",161
"firebase::firestore::DocumentReferenceInternal","UpdateImpl","firebase::firestore::DocumentReferenceInternal::UpdateImpl","return","Future<void>","Future<void>","firestore/src/main/document_reference_main.h",92
"firebase::firestore::DocumentReferenceInternal","firestore_internal","firebase::firestore::DocumentReferenceInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/document_reference_main.h",52
"firebase::firestore::DocumentChange","operator=","firebase::firestore::DocumentChange::operator=","return","DocumentChange &","DocumentChange &","firestore/src/common/document_change.cc",72
"firebase::firestore::DocumentChange","operator=","firebase::firestore::DocumentChange::operator=","return","DocumentChange &","DocumentChange &","firestore/src/common/document_change.cc",88
"firebase::firestore::DocumentChange","type","firebase::firestore::DocumentChange::type","return","Type","Type","firestore/src/common/document_change.cc",102
"firebase::firestore::DocumentChange","document","firebase::firestore::DocumentChange::document","return","DocumentSnapshot","DocumentSnapshot","firestore/src/common/document_change.cc",107
"firebase::firestore::DocumentChangeInternal","operator=","firebase::firestore::DocumentChangeInternal::operator=","return","DocumentChangeInternal &","DocumentChangeInternal &","firestore/src/main/document_change_main.h",33
"firebase::firestore::DocumentChangeInternal","operator=","firebase::firestore::DocumentChangeInternal::operator=","return","DocumentChangeInternal &","DocumentChangeInternal &","firestore/src/android/document_change_android.h",29
"firebase::firestore::DocumentChangeInternal","type","firebase::firestore::DocumentChangeInternal::type","return","Type","Type","firestore/src/android/document_change_android.cc",52
"firebase::firestore::DocumentChangeInternal","type","firebase::firestore::DocumentChangeInternal::type","return","Type","Type","firestore/src/main/document_change_main.cc",39
"firebase::firestore::DocumentChangeInternal","document","firebase::firestore::DocumentChangeInternal::document","return","DocumentSnapshot","DocumentSnapshot","firestore/src/android/document_change_android.cc",58
"firebase::firestore::DocumentChangeInternal","document","firebase::firestore::DocumentChangeInternal::document","return","DocumentSnapshot","DocumentSnapshot","firestore/src/main/document_change_main.cc",51
"firebase::firestore::DocumentChangeInternal","firestore_internal","firebase::firestore::DocumentChangeInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/document_change_main.cc",35
"firebase::firestore::SetOptions","operator=","firebase::firestore::SetOptions::operator=","return","SetOptions &","SetOptions &","firestore/src/include/firebase/firestore/set_options.h",92
"firebase::firestore::SetOptions","operator=","firebase::firestore::SetOptions::operator=","return","SetOptions &","SetOptions &","firestore/src/include/firebase/firestore/set_options.h",104
"firebase::firestore::SetOptions","Merge","firebase::firestore::SetOptions::Merge","return","SetOptions","SetOptions","firestore/src/common/set_options.cc",30
"firebase::firestore::SetOptions","MergeFieldPaths","firebase::firestore::SetOptions::MergeFieldPaths","return","SetOptions","SetOptions","firestore/src/common/set_options.cc",45
"firebase::firestore::SetOptions","MergeFields","firebase::firestore::SetOptions::MergeFields","return","SetOptions","SetOptions","firestore/src/common/set_options.cc",35
"firebase::firestore::SetOptionsInternal","operator=","firebase::firestore::SetOptionsInternal::operator=","return","SetOptionsInternal &","SetOptionsInternal &","firestore/src/android/set_options_android.h",31
"firebase::firestore::SetOptionsInternal","operator=","firebase::firestore::SetOptionsInternal::operator=","return","SetOptionsInternal &","SetOptionsInternal &","firestore/src/main/set_options_main.h",37
"firebase::firestore::SetOptionsInternal","type","firebase::firestore::SetOptionsInternal::type","return","Type","Type","firestore/src/main/set_options_main.h",44
"firebase::firestore::SetOptionsInternal","Create","firebase::firestore::SetOptionsInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/set_options_android.cc",58
"firebase::firestore::SetOptionsInternal","field_mask","firebase::firestore::SetOptionsInternal::field_mask","return","unordered_set<FieldPath, hash<FieldPath>, equal_to<FieldPath>, allocator<FieldPath>> &","unordered_set<FieldPath, hash<FieldPath>, equal_to<FieldPath>, allocator<FieldPath>> &","firestore/src/main/set_options_main.h",45
"firebase::firestore::WriteBatchInternal","operator=","firebase::firestore::WriteBatchInternal::operator=","return","WriteBatchInternal &","WriteBatchInternal &","firestore/src/main/write_batch_main.h",35
"firebase::firestore::WriteBatchInternal","operator=","firebase::firestore::WriteBatchInternal::operator=","return","WriteBatchInternal &","WriteBatchInternal &","firestore/src/android/write_batch_android.h",29
"firebase::firestore::WriteBatchInternal","firestore","firebase::firestore::WriteBatchInternal::firestore","return","Firestore *","Firestore *","firestore/src/main/write_batch_main.h",39
"firebase::firestore::WriteBatchInternal","Commit","firebase::firestore::WriteBatchInternal::Commit","return","Future<void>","Future<void>","firestore/src/android/write_batch_android.cc",104
"firebase::firestore::WriteBatchInternal","firestore_internal","firebase::firestore::WriteBatchInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/write_batch_main.h",40
"firebase::firestore::TransactionInternal","operator=","firebase::firestore::TransactionInternal::operator=","return","TransactionInternal &","TransactionInternal &","firestore/src/main/transaction_main.h",39
"firebase::firestore::TransactionInternal","operator=","firebase::firestore::TransactionInternal::operator=","return","TransactionInternal &","TransactionInternal &","firestore/src/android/transaction_android.h",38
"firebase::firestore::TransactionInternal","Create","firebase::firestore::TransactionInternal::Create","return","Local<Object>","Local<Object>","firestore/src/android/transaction_android.cc",203
"firebase::firestore::TransactionInternal","firestore","firebase::firestore::TransactionInternal::firestore","return","Firestore *","Firestore *","firestore/src/main/transaction_main.h",44
"firebase::firestore::TransactionInternal","Get","firebase::firestore::TransactionInternal::Get","return","DocumentSnapshot","DocumentSnapshot","firestore/src/main/transaction_main.h",56
"firebase::firestore::TransactionInternal","Get","firebase::firestore::TransactionInternal::Get","return","DocumentSnapshot","DocumentSnapshot","firestore/src/android/transaction_android.cc",125
"firebase::firestore::TransactionInternal","firestore_internal","firebase::firestore::TransactionInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/transaction_main.h",45
"firebase::firestore::TransactionInternal","TransactionFunctionNativeApply","firebase::firestore::TransactionInternal::TransactionFunctionNativeApply","return","error","error","firestore/src/android/transaction_android.cc",210
"firebase::firestore::FieldValueInternal","operator=","firebase::firestore::FieldValueInternal::operator=","return","FieldValueInternal &","FieldValueInternal &","firestore/src/main/field_value_main.h",42
"firebase::firestore::FieldValueInternal","operator=","firebase::firestore::FieldValueInternal::operator=","return","FieldValueInternal &","FieldValueInternal &","firestore/src/android/field_value_android.h",39
"firebase::firestore::FieldValueInternal","type","firebase::firestore::FieldValueInternal::type","return","Type","Type","firestore/src/main/field_value_main.h",57
"firebase::firestore::FieldValueInternal","type","firebase::firestore::FieldValueInternal::type","return","Type","Type","firestore/src/android/field_value_android.cc",190
"firebase::firestore::FieldValueInternal","Create","firebase::firestore::FieldValueInternal::Create","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",86
"firebase::firestore::FieldValueInternal","Create","firebase::firestore::FieldValueInternal::Create","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",92
"firebase::firestore::FieldValueInternal","Delete","firebase::firestore::FieldValueInternal::Delete","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",362
"firebase::firestore::FieldValueInternal","Delete","firebase::firestore::FieldValueInternal::Delete","return","FieldValue","FieldValue","firestore/src/main/field_value_main.cc",187
"firebase::firestore::FieldValueInternal","string_value","firebase::firestore::FieldValueInternal::string_value","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/field_value_android.cc",268
"firebase::firestore::FieldValueInternal","string_value","firebase::firestore::FieldValueInternal::string_value","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/main/field_value_main.cc",132
"firebase::firestore::FieldValueInternal","blob_value","firebase::firestore::FieldValueInternal::blob_value","return","unsigned char *","unsigned char *","firestore/src/android/field_value_android.cc",273
"firebase::firestore::FieldValueInternal","blob_value","firebase::firestore::FieldValueInternal::blob_value","return","unsigned char *","unsigned char *","firestore/src/main/field_value_main.cc",137
"firebase::firestore::FieldValueInternal","map_value","firebase::firestore::FieldValueInternal::map_value","return","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","firestore/src/android/field_value_android.cc",341
"firebase::firestore::FieldValueInternal","map_value","firebase::firestore::FieldValueInternal::map_value","return","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","firestore/src/main/field_value_main.cc",165
"firebase::firestore::FieldValueInternal","ServerTimestamp","firebase::firestore::FieldValueInternal::ServerTimestamp","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",367
"firebase::firestore::FieldValueInternal","ServerTimestamp","firebase::firestore::FieldValueInternal::ServerTimestamp","return","FieldValue","FieldValue","firestore/src/main/field_value_main.cc",194
"firebase::firestore::FieldValueInternal","DoubleIncrement","firebase::firestore::FieldValueInternal::DoubleIncrement","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",390
"firebase::firestore::FieldValueInternal","DoubleIncrement","firebase::firestore::FieldValueInternal::DoubleIncrement","return","FieldValue","FieldValue","firestore/src/main/field_value_main.cc",219
"firebase::firestore::FieldValueInternal","IntegerIncrement","firebase::firestore::FieldValueInternal::IntegerIncrement","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",384
"firebase::firestore::FieldValueInternal","IntegerIncrement","firebase::firestore::FieldValueInternal::IntegerIncrement","return","FieldValue","FieldValue","firestore/src/main/field_value_main.cc",211
"firebase::firestore::FieldValueInternal","ArrayRemove","firebase::firestore::FieldValueInternal::ArrayRemove","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",378
"firebase::firestore::FieldValueInternal","ArrayRemove","firebase::firestore::FieldValueInternal::ArrayRemove","return","FieldValue","FieldValue","firestore/src/main/field_value_main.cc",206
"firebase::firestore::FieldValueInternal","ArrayUnion","firebase::firestore::FieldValueInternal::ArrayUnion","return","FieldValue","FieldValue","firestore/src/android/field_value_android.cc",372
"firebase::firestore::FieldValueInternal","ArrayUnion","firebase::firestore::FieldValueInternal::ArrayUnion","return","FieldValue","FieldValue","firestore/src/main/field_value_main.cc",202
"firebase::firestore::FieldValueInternal","array_value","firebase::firestore::FieldValueInternal::array_value","return","vector<FieldValue, allocator<FieldValue>>","vector<FieldValue, allocator<FieldValue>>","firestore/src/android/field_value_android.cc",324
"firebase::firestore::FieldValueInternal","array_value","firebase::firestore::FieldValueInternal::array_value","return","vector<FieldValue, allocator<FieldValue>>","vector<FieldValue, allocator<FieldValue>>","firestore/src/main/field_value_main.cc",160
"firebase::firestore::FieldValueInternal","geo_point_value","firebase::firestore::FieldValueInternal::geo_point_value","return","GeoPoint","GeoPoint","firestore/src/android/field_value_android.cc",319
"firebase::firestore::FieldValueInternal","geo_point_value","firebase::firestore::FieldValueInternal::geo_point_value","return","GeoPoint","GeoPoint","firestore/src/main/field_value_main.cc",154
"firebase::firestore::FieldValueInternal","reference_value","firebase::firestore::FieldValueInternal::reference_value","return","DocumentReference","DocumentReference","firestore/src/android/field_value_android.cc",313
"firebase::firestore::FieldValueInternal","reference_value","firebase::firestore::FieldValueInternal::reference_value","return","DocumentReference","DocumentReference","firestore/src/main/field_value_main.cc",149
"firebase::firestore::FieldValueInternal","timestamp_value","firebase::firestore::FieldValueInternal::timestamp_value","return","Timestamp","Timestamp","firestore/src/android/field_value_android.cc",263
"firebase::firestore::FieldValueInternal","timestamp_value","firebase::firestore::FieldValueInternal::timestamp_value","return","Timestamp","Timestamp","firestore/src/main/field_value_main.cc",126
"firebase::firestore::FieldValueInternal","array_transform_value","firebase::firestore::FieldValueInternal::array_transform_value","return","vector<FieldValue, allocator<FieldValue>>","vector<FieldValue, allocator<FieldValue>>","firestore/src/main/field_value_main.cc",170
"firebase::firestore::FieldValueInternal","ToJava","firebase::firestore::FieldValueInternal::ToJava","return","Local<Object>","Local<Object>","firestore/src/android/field_value_android.cc",433
"firebase::firestore::FieldValueInternal","ToJava","firebase::firestore::FieldValueInternal::ToJava","return","Local<Object>","Local<Object>","firestore/src/android/field_value_android.cc",438
"firebase::firestore::DocumentSnapshotInternal","operator=","firebase::firestore::DocumentSnapshotInternal::operator=","return","DocumentSnapshotInternal &","DocumentSnapshotInternal &","firestore/src/main/document_snapshot_main.h",43
"firebase::firestore::DocumentSnapshotInternal","operator=","firebase::firestore::DocumentSnapshotInternal::operator=","return","DocumentSnapshotInternal &","DocumentSnapshotInternal &","firestore/src/android/document_snapshot_android.h",33
"firebase::firestore::DocumentSnapshotInternal","reference","firebase::firestore::DocumentSnapshotInternal::reference","return","DocumentReference","DocumentReference","firestore/src/android/document_snapshot_android.cc",84
"firebase::firestore::DocumentSnapshotInternal","firestore","firebase::firestore::DocumentSnapshotInternal::firestore","return","Firestore *","Firestore *","firestore/src/android/document_snapshot_android.cc",71
"firebase::firestore::DocumentSnapshotInternal","firestore","firebase::firestore::DocumentSnapshotInternal::firestore","return","Firestore *","Firestore *","firestore/src/main/document_snapshot_main.cc",51
"firebase::firestore::DocumentSnapshotInternal","id","firebase::firestore::DocumentSnapshotInternal::id","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/src/android/document_snapshot_android.cc",76
"firebase::firestore::DocumentSnapshotInternal","id","firebase::firestore::DocumentSnapshotInternal::id","return","basic_string<char, char_traits<char>, allocator<char>> &","basic_string<char, char_traits<char>, allocator<char>> &","firestore/src/main/document_snapshot_main.cc",63
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","return","FieldValue","FieldValue","firestore/src/android/document_snapshot_android.cc",116
"firebase::firestore::DocumentSnapshotInternal","Get","firebase::firestore::DocumentSnapshotInternal::Get","return","FieldValue","FieldValue","firestore/src/main/document_snapshot_main.cc",90
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","return","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","firestore/src/android/document_snapshot_android.cc",101
"firebase::firestore::DocumentSnapshotInternal","GetData","firebase::firestore::DocumentSnapshotInternal::GetData","return","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","unordered_map<basic_string<char, char_traits<char>, allocator<char>>, FieldValue, hash<basic_string<char, char_traits<char>, allocator<char>>>, equal_to<basic_string<char, char_traits<char>, allocator<char>>>, allocator<pair<const basic_string<char, char_traits<char>, allocator<char>>, FieldValue>>>","firestore/src/main/document_snapshot_main.cc",78
"firebase::firestore::DocumentSnapshotInternal","metadata","firebase::firestore::DocumentSnapshotInternal::metadata","return","SnapshotMetadata","SnapshotMetadata","firestore/src/android/document_snapshot_android.cc",90
"firebase::firestore::DocumentSnapshotInternal","metadata","firebase::firestore::DocumentSnapshotInternal::metadata","return","SnapshotMetadata","SnapshotMetadata","firestore/src/main/document_snapshot_main.cc",71
"firebase::firestore::DocumentSnapshotInternal","firestore_internal","firebase::firestore::DocumentSnapshotInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/document_snapshot_main.cc",55
"firebase::firestore::DocumentSnapshotInternal","firestore_internal","firebase::firestore::DocumentSnapshotInternal::firestore_internal","return","FirestoreInternal *","FirestoreInternal *","firestore/src/main/document_snapshot_main.cc",59
"firebase::firestore::SnapshotMetadata","operator=","firebase::firestore::SnapshotMetadata::operator=","return","SnapshotMetadata &","SnapshotMetadata &","firestore/src/include/firebase/firestore/snapshot_metadata.h",83
"firebase::firestore::SnapshotMetadata","operator=","firebase::firestore::SnapshotMetadata::operator=","return","SnapshotMetadata &","SnapshotMetadata &","firestore/src/include/firebase/firestore/snapshot_metadata.h",95
"firebase::firestore::SnapshotMetadata","ToString","firebase::firestore::SnapshotMetadata::ToString","return","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/common/snapshot_metadata.cc",24
"firebase::firestore::FilterInternal","operator=","firebase::firestore::FilterInternal::operator=","return","FilterInternal &","FilterInternal &","firestore/src/main/filter_main.h",38
"firebase::firestore::FilterInternal","operator=","firebase::firestore::FilterInternal::operator=","return","FilterInternal &","FilterInternal &","firestore/src/android/filter_android.h",30
"firebase::firestore::FilterInternal","EqualTo","firebase::firestore::FilterInternal::EqualTo","return","Filter","Filter","firestore/src/android/filter_android.cc",107
"firebase::firestore::FilterInternal","EqualTo","firebase::firestore::FilterInternal::EqualTo","return","Filter","Filter","firestore/src/main/filter_main.cc",37
"firebase::firestore::FilterInternal","Or","firebase::firestore::FilterInternal::Or","return","Filter","Filter","firestore/src/android/filter_android.cc",161
"firebase::firestore::FilterInternal","Or","firebase::firestore::FilterInternal::Or","return","Filter","Filter","firestore/src/main/filter_main.cc",77
"firebase::firestore::FilterInternal","And","firebase::firestore::FilterInternal::And","return","Filter","Filter","firestore/src/android/filter_android.cc",157
"firebase::firestore::FilterInternal","And","firebase::firestore::FilterInternal::And","return","Filter","Filter","firestore/src/main/filter_main.cc",81
"firebase::firestore::FilterInternal","NotIn","firebase::firestore::FilterInternal::NotIn","return","Filter","Filter","firestore/src/android/filter_android.cc",152
"firebase::firestore::FilterInternal","NotIn","firebase::firestore::FilterInternal::NotIn","return","Filter","Filter","firestore/src/main/filter_main.cc",72
"firebase::firestore::FilterInternal","In","firebase::firestore::FilterInternal::In","return","Filter","Filter","firestore/src/android/filter_android.cc",147
"firebase::firestore::FilterInternal","In","firebase::firestore::FilterInternal::In","return","Filter","Filter","firestore/src/main/filter_main.cc",67
"firebase::firestore::FilterInternal","LessThanOrEqualTo","firebase::firestore::FilterInternal::LessThanOrEqualTo","return","Filter","Filter","firestore/src/android/filter_android.cc",122
"firebase::firestore::FilterInternal","LessThanOrEqualTo","firebase::firestore::FilterInternal::LessThanOrEqualTo","return","Filter","Filter","firestore/src/main/filter_main.cc",62
"firebase::firestore::FilterInternal","LessThan","firebase::firestore::FilterInternal::LessThan","return","Filter","Filter","firestore/src/android/filter_android.cc",117
"firebase::firestore::FilterInternal","LessThan","firebase::firestore::FilterInternal::LessThan","return","Filter","Filter","firestore/src/main/filter_main.cc",57
"firebase::firestore::FilterInternal","GreaterThanOrEqualTo","firebase::firestore::FilterInternal::GreaterThanOrEqualTo","return","Filter","Filter","firestore/src/android/filter_android.cc",132
"firebase::firestore::FilterInternal","GreaterThanOrEqualTo","firebase::firestore::FilterInternal::GreaterThanOrEqualTo","return","Filter","Filter","firestore/src/main/filter_main.cc",52
"firebase::firestore::FilterInternal","GreaterThan","firebase::firestore::FilterInternal::GreaterThan","return","Filter","Filter","firestore/src/android/filter_android.cc",127
