"class_name","field_name","dependency_kind","type_name","type_qualified","file_path","line_number"
"firebase::auth::AuthDataHandle<void, GetAccountInfoRequest>","request","field","unique_ptr<GetAccountInfoRequest, default_delete<GetAccountInfoRequest>>","unique_ptr<GetAccountInfoRequest, default_delete<GetAccountInfoRequest>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<void, GetAccountInfoRequest>","promise","field","Promise<void>","Promise<void>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<void, GetAccountInfoRequest>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::auth::AuthDataHandle<void, DeleteAccountRequest>","callback","field","..(*)(..)","..(*)(..)","auth/src/desktop/auth_data_handle.h",48
"firebase::auth::AuthDataHandle<void, DeleteAccountRequest>","request","field","unique_ptr<DeleteAccountRequest, default_delete<DeleteAccountRequest>>","unique_ptr<DeleteAccountRequest, default_delete<DeleteAccountRequest>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<void, DeleteAccountRequest>","promise","field","Promise<void>","Promise<void>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<void, DeleteAccountRequest>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::auth::(unnamed namespace)::GetTokenResult","error_","field","AuthError","AuthError","auth/src/desktop/user_desktop.cc",78
"firebase::auth::(unnamed namespace)::GetTokenResult","token_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","auth/src/desktop/user_desktop.cc",79
"firebase::auth::AuthDataHandle<basic_string<char, char_traits<char>, allocator<char>>, Request>","callback","field","..(*)(..)","..(*)(..)","auth/src/desktop/auth_data_handle.h",48
"firebase::auth::AuthDataHandle<basic_string<char, char_traits<char>, allocator<char>>, Request>","request","field","unique_ptr<Request, default_delete<Request>>","unique_ptr<Request, default_delete<Request>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<basic_string<char, char_traits<char>, allocator<char>>, Request>","promise","field","Promise<basic_string<char, char_traits<char>, allocator<char>>>","Promise<basic_string<char, char_traits<char>, allocator<char>>>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<basic_string<char, char_traits<char>, allocator<char>>, Request>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>","handle_","field","SafeFutureHandle<basic_string<char, char_traits<char>, allocator<char>>>","SafeFutureHandle<basic_string<char, char_traits<char>, allocator<char>>>","auth/src/desktop/promise.h",81
"firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>","future_manager_","field","ReferenceCountedFutureImpl &","ReferenceCountedFutureImpl &","auth/src/desktop/promise.h",79
"firebase::auth::Promise<basic_string<char, char_traits<char>, allocator<char>>>","future_","field","Future<basic_string<char, char_traits<char>, allocator<char>>>","Future<basic_string<char, char_traits<char>, allocator<char>>>","auth/src/desktop/promise.h",82
"firebase::auth::AuthDataHandle<AuthResult, SetAccountInfoRequest>","callback","field","..(*)(..)","..(*)(..)","auth/src/desktop/auth_data_handle.h",48
"firebase::auth::AuthDataHandle<AuthResult, SetAccountInfoRequest>","request","field","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<AuthResult, SetAccountInfoRequest>","promise","field","Promise<AuthResult>","Promise<AuthResult>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<AuthResult, SetAccountInfoRequest>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::auth::AuthDataHandle<void, SetAccountInfoRequest>","callback","field","..(*)(..)","..(*)(..)","auth/src/desktop/auth_data_handle.h",48
"firebase::auth::AuthDataHandle<void, SetAccountInfoRequest>","request","field","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","unique_ptr<SetAccountInfoRequest, default_delete<SetAccountInfoRequest>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<void, SetAccountInfoRequest>","promise","field","Promise<void>","Promise<void>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<void, SetAccountInfoRequest>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::auth::AuthDataHandle<void, Request>","callback","field","..(*)(..)","..(*)(..)","auth/src/desktop/auth_data_handle.h",48
"firebase::auth::AuthDataHandle<void, Request>","request","field","unique_ptr<Request, default_delete<Request>>","unique_ptr<Request, default_delete<Request>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<void, Request>","promise","field","Promise<void>","Promise<void>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<void, Request>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::auth::AuthDataHandle<AuthResult, VerifyAssertionRequest>","callback","field","..(*)(..)","..(*)(..)","auth/src/desktop/auth_data_handle.h",48
"firebase::auth::AuthDataHandle<AuthResult, VerifyAssertionRequest>","request","field","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","unique_ptr<VerifyAssertionRequest, default_delete<VerifyAssertionRequest>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<AuthResult, VerifyAssertionRequest>","promise","field","Promise<AuthResult>","Promise<AuthResult>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<AuthResult, VerifyAssertionRequest>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::auth::AuthDataHandle<AuthResult, SignUpRequest>","callback","field","..(*)(..)","..(*)(..)","auth/src/desktop/auth_data_handle.h",48
"firebase::auth::AuthDataHandle<AuthResult, SignUpRequest>","request","field","unique_ptr<SignUpRequest, default_delete<SignUpRequest>>","unique_ptr<SignUpRequest, default_delete<SignUpRequest>>","auth/src/desktop/auth_data_handle.h",47
"firebase::auth::AuthDataHandle<AuthResult, SignUpRequest>","promise","field","Promise<AuthResult>","Promise<AuthResult>","auth/src/desktop/auth_data_handle.h",45
"firebase::auth::AuthDataHandle<AuthResult, SignUpRequest>","auth_data","field","AuthData *","AuthData *","auth/src/desktop/auth_data_handle.h",44
"firebase::firestore::FieldValue","internal_","field","FieldValueInternal *","FieldValueInternal *","firestore/src/include/firebase/firestore/field_value.h",422
"firebase::firestore::FieldPath","internal_","field","FieldPath *","FieldPath *","firestore/src/include/firebase/firestore/field_path.h",182
"firebase::firestore::AggregateQuery","internal_","field","AggregateQueryInternal *","AggregateQueryInternal *","firestore/src/include/firebase/firestore/aggregate_query.h",144
"firebase::firestore::AggregateQueryInternal","api","field","error","error","firestore/src/main/aggregate_query_main.h",35
"firebase::firestore::AggregateQueryInternal","api","field","error","error","firestore/src/main/aggregate_query_main.h",57
"firebase::firestore::AggregateQueryInternal","promise_factory_","field","PromiseFactory<AsyncApis>","PromiseFactory<AsyncApis>","firestore/src/main/aggregate_query_main.h",58
"firebase::firestore::AggregateQueryInternal","promises_","field","PromiseFactory<AsyncFn>","PromiseFactory<AsyncFn>","firestore/src/android/aggregate_query_android.h",65
"firebase::firestore::AggregateQuerySnapshot","internal_","field","AggregateQuerySnapshotInternal *","AggregateQuerySnapshotInternal *","firestore/src/include/firebase/firestore/aggregate_query_snapshot.h",141
"firebase::firestore::Query","internal_","field","QueryInternal *","QueryInternal *","firestore/src/include/firebase/firestore/query.h",696
"firebase::firestore::AggregateQuerySnapshotInternal","api","field","error","error","firestore/src/main/aggregate_query_snapshot_main.h",36
"firebase::firestore::AggregateQuerySnapshotInternal","api","field","error","error","firestore/src/main/aggregate_query_snapshot_main.h",53
"firebase::firestore::AggregateQuerySnapshotInternal","int64_t","field","error","error","firestore/src/main/aggregate_query_snapshot_main.h",37
"firebase::firestore::AggregateQuerySnapshotInternal","count_result_","field","error","error","firestore/src/main/aggregate_query_snapshot_main.h",54
"firebase::firestore::QueryInternal","api","field","error","error","firestore/src/main/query_main.h",48
"firebase::firestore::QueryInternal","promise_factory_","field","PromiseFactory<AsyncApis>","PromiseFactory<AsyncApis>","firestore/src/main/query_main.h",218
"firebase::firestore::QueryInternal","user_data_converter_","field","UserDataConverter","UserDataConverter","firestore/src/main/query_main.h",219
"firebase::firestore::QueryInternal","promises_","field","PromiseFactory<AsyncFn>","PromiseFactory<AsyncFn>","firestore/src/android/query_android.h",409
"firebase::firestore::QuerySnapshot","internal_","field","QuerySnapshotInternal *","QuerySnapshotInternal *","firestore/src/include/firebase/firestore/query_snapshot.h",182
"firebase::firestore::ListenerRegistration","internal_","field","ListenerRegistrationInternal *","ListenerRegistrationInternal *","firestore/src/include/firebase/firestore/listener_registration.h",124
"firebase::firestore::ListenerRegistration","firestore_","field","FirestoreInternal *","FirestoreInternal *","firestore/src/include/firebase/firestore/listener_registration.h",123
"firebase::firestore::DocumentSnapshot","internal_","field","DocumentSnapshotInternal *","DocumentSnapshotInternal *","firestore/src/include/firebase/firestore/document_snapshot.h",284
"firebase::firestore::Filter","internal_","field","FilterInternal *","FilterInternal *","firestore/src/include/firebase/firestore/filter.h",397
"firebase::firestore::Firestore","internal_","field","FirestoreInternal *","FirestoreInternal *","firestore/src/include/firebase/firestore.h",513
"firebase::firestore::QuerySnapshotInternal","api","field","error","error","firestore/src/main/query_snapshot_main.h",42
"firebase::firestore::QuerySnapshotInternal","api","field","error","error","firestore/src/main/query_snapshot_main.h",61
"firebase::firestore::FirestoreInternal","app_","field","App *","App *","firestore/src/main/firestore_main.h",176
"firebase::firestore::FirestoreInternal","app_","field","App *","App *","firestore/src/android/firestore_android.h",200
"firebase::firestore::FirestoreInternal","cleanup_","field","CleanupNotifier","CleanupNotifier","firestore/src/main/firestore_main.h",180
"firebase::firestore::FirestoreInternal","cleanup_","field","CleanupNotifier","CleanupNotifier","firestore/src/android/firestore_android.h",216
"firebase::firestore::FirestoreInternal","future_manager_","field","FutureManager","FutureManager","firestore/src/main/firestore_main.h",182
"firebase::firestore::FirestoreInternal","future_manager_","field","FutureManager","FutureManager","firestore/src/android/firestore_android.h",213
"firebase::firestore::FirestoreInternal","listeners_mutex_","field","mutex","mutex","firestore/src/main/firestore_main.h",186
"firebase::firestore::FirestoreInternal","listeners_","field","unordered_set<ListenerRegistrationInternal *, hash<ListenerRegistrationInternal *>, equal_to<ListenerRegistrationInternal *>, allocator<ListenerRegistrationInternal *>>","unordered_set<ListenerRegistrationInternal *, hash<ListenerRegistrationInternal *>, equal_to<ListenerRegistrationInternal *>, allocator<ListenerRegistrationInternal *>>","firestore/src/main/firestore_main.h",187
"firebase::firestore::FirestoreInternal","obj_","field","Global<Object>","Global<Object>","firestore/src/android/firestore_android.h",203
"firebase::firestore::FirestoreInternal","database_name_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/main/firestore_main.h",190
"firebase::firestore::FirestoreInternal","database_name_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/firestore_android.h",218
"firebase::firestore::FirestoreInternal","transaction_executor_","field","shared_ptr<Executor>","shared_ptr<Executor>","firestore/src/main/firestore_main.h",189
"firebase::firestore::FirestoreInternal","promise_factory_","field","PromiseFactory<AsyncApi>","PromiseFactory<AsyncApi>","firestore/src/main/firestore_main.h",183
"firebase::firestore::FirestoreInternal","firestore_core_","field","error","error","firestore/src/main/firestore_main.h",178
"firebase::firestore::FirestoreInternal","firestore_public_","field","Firestore *","Firestore *","firestore/src/main/firestore_main.h",177
"firebase::firestore::FirestoreInternal","firestore_public_","field","Firestore *","Firestore *","firestore/src/android/firestore_android.h",201
"firebase::firestore::FirestoreInternal","promises_","field","unique_ptr<PromiseFactory<AsyncFn>, default_delete<PromiseFactory<AsyncFn>>>","unique_ptr<PromiseFactory<AsyncFn>, default_delete<PromiseFactory<AsyncFn>>>","firestore/src/android/firestore_android.h",214
"firebase::firestore::FirestoreInternal","bundle_listeners_","field","list<LambdaEventListener<LoadBundleTaskProgress>, allocator<LambdaEventListener<LoadBundleTaskProgress>>>","list<LambdaEventListener<LoadBundleTaskProgress>, allocator<LambdaEventListener<LoadBundleTaskProgress>>>","firestore/src/android/firestore_android.h",211
"firebase::firestore::FirestoreInternal","bundle_listeners_mutex_","field","Mutex","Mutex","firestore/src/android/firestore_android.h",208
"firebase::firestore::FirestoreInternal","listener_registrations_","field","unordered_set<ListenerRegistrationInternal *, hash<ListenerRegistrationInternal *>, equal_to<ListenerRegistrationInternal *>, allocator<ListenerRegistrationInternal *>>","unordered_set<ListenerRegistrationInternal *, hash<ListenerRegistrationInternal *>, equal_to<ListenerRegistrationInternal *>, allocator<ListenerRegistrationInternal *>>","firestore/src/android/firestore_android.h",206
"firebase::firestore::FirestoreInternal","listener_registration_mutex_","field","Mutex","Mutex","firestore/src/android/firestore_android.h",205
"firebase::firestore::FirestoreInternal","user_callback_executor_","field","Global<Object>","Global<Object>","firestore/src/android/firestore_android.h",198
"firebase::firestore::CollectionReferenceInternal","api","field","error","error","firestore/src/main/collection_reference_main.h",36
"firebase::firestore::CollectionReferenceInternal","cached_id_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/collection_reference_android.h",53
"firebase::firestore::CollectionReferenceInternal","cached_path_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/collection_reference_android.h",54
"firebase::firestore::DocumentReference","internal_","field","DocumentReferenceInternal *","DocumentReferenceInternal *","firestore/src/include/firebase/firestore/document_reference.h",336
"firebase::firestore::DocumentReferenceInternal","api","field","error","error","firestore/src/main/document_reference_main.h",49
"firebase::firestore::DocumentReferenceInternal","api","field","error","error","firestore/src/main/document_reference_main.h",79
"firebase::firestore::DocumentReferenceInternal","promise_factory_","field","PromiseFactory<<error-type>>","PromiseFactory<<error-type>>","firestore/src/main/document_reference_main.h",95
"firebase::firestore::DocumentReferenceInternal","user_data_converter_","field","UserDataConverter","UserDataConverter","firestore/src/main/document_reference_main.h",96
"firebase::firestore::DocumentReferenceInternal","promises_","field","PromiseFactory<AsyncFn>","PromiseFactory<AsyncFn>","firestore/src/android/document_reference_android.h",195
"firebase::firestore::DocumentReferenceInternal","cached_id_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/document_reference_android.h",198
"firebase::firestore::DocumentReferenceInternal","cached_path_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/document_reference_android.h",199
"firebase::firestore::DocumentChange","internal_","field","DocumentChangeInternal *","DocumentChangeInternal *","firestore/src/include/firebase/firestore/document_change.h",191
"firebase::firestore::DocumentChangeInternal","api","field","error","error","firestore/src/main/document_change_main.h",35
"firebase::firestore::DocumentChangeInternal","api","field","error","error","firestore/src/main/document_change_main.h",50
"firebase::firestore::SetOptions","type_","field","Type","Type","firestore/src/include/firebase/firestore/set_options.h",144
"firebase::firestore::SetOptions","fields_","field","unordered_set<FieldPath, hash<FieldPath>, equal_to<FieldPath>, allocator<FieldPath>>","unordered_set<FieldPath, hash<FieldPath>, equal_to<FieldPath>, allocator<FieldPath>>","firestore/src/include/firebase/firestore/set_options.h",145
"firebase::firestore::SetOptionsInternal","options_","field","SetOptions","SetOptions","firestore/src/main/set_options_main.h",50
"firebase::firestore::WriteBatchInternal","api","field","error","error","firestore/src/main/write_batch_main.h",37
"firebase::firestore::WriteBatchInternal","api","field","error","error","firestore/src/main/write_batch_main.h",59
"firebase::firestore::WriteBatchInternal","promise_factory_","field","PromiseFactory<AsyncApis>","PromiseFactory<AsyncApis>","firestore/src/main/write_batch_main.h",60
"firebase::firestore::WriteBatchInternal","user_data_converter_","field","UserDataConverter","UserDataConverter","firestore/src/main/write_batch_main.h",61
"firebase::firestore::WriteBatchInternal","promises_","field","PromiseFactory<AsyncFn>","PromiseFactory<AsyncFn>","firestore/src/android/write_batch_android.h",69
"firebase::firestore::TransactionInternal","transaction_","field","shared_ptr<<error-type>>","shared_ptr<<error-type>>","firestore/src/main/transaction_main.h",65
"firebase::firestore::TransactionInternal","user_data_converter_","field","UserDataConverter","UserDataConverter","firestore/src/main/transaction_main.h",67
"firebase::firestore::TransactionInternal","firestore_internal_","field","FirestoreInternal *","FirestoreInternal *","firestore/src/main/transaction_main.h",66
"firebase::firestore::TransactionInternal","first_exception_","field","shared_ptr<Local<Throwable>>","shared_ptr<Local<Throwable>>","firestore/src/android/transaction_android.h",96
"firebase::firestore::FieldValueInternal","object_","field","ArenaRef","ArenaRef","firestore/src/android/field_value_android.h",124
"firebase::firestore::FieldValueInternal","type_","field","Type","Type","firestore/src/main/field_value_main.h",101
"firebase::firestore::FieldValueInternal","cached_blob_","field","shared_ptr<vector<unsigned char, allocator<unsigned char>>>","shared_ptr<vector<unsigned char, allocator<unsigned char>>>","firestore/src/android/field_value_android.h",129
"firebase::firestore::FieldValueInternal","cached_type_","field","Type","Type","firestore/src/android/field_value_android.h",128
"firebase::firestore::DocumentSnapshotInternal","api","field","error","error","firestore/src/main/document_snapshot_main.h",45
"firebase::firestore::DocumentSnapshotInternal","api","field","error","error","firestore/src/main/document_snapshot_main.h",60
"firebase::firestore::DocumentSnapshotInternal","cached_id_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/android/document_snapshot_android.h",66
"firebase::firestore::FilterInternal","obj_","field","ArenaRef","ArenaRef","firestore/src/android/filter_android.h",66
"firebase::firestore::FilterInternal","filter_type_","field","FilterType","FilterType","firestore/src/main/filter_main.h",72
"firebase::firestore::ListenerRegistrationInternal","firestore_","field","FirestoreInternal *","FirestoreInternal *","firestore/src/main/listener_registration_main.h",51
"firebase::firestore::ListenerRegistrationInternal","firestore_","field","FirestoreInternal *","FirestoreInternal *","firestore/src/android/listener_registration_android.h",81
"firebase::firestore::ListenerRegistrationInternal","registration_","field","error","error","firestore/src/main/listener_registration_main.h",50
"firebase::firestore::ListenerRegistrationInternal","listener_registration_","field","Global<Object>","Global<Object>","firestore/src/android/listener_registration_android.h",82
"firebase::firestore::ListenerRegistrationInternal","void_event_listener_","field","EventListener<void> *","EventListener<void> *","firestore/src/android/listener_registration_android.h",89
"firebase::firestore::ListenerRegistrationInternal","query_event_listener_","field","EventListener<QuerySnapshot> *","EventListener<QuerySnapshot> *","firestore/src/android/listener_registration_android.h",88
"firebase::firestore::ListenerRegistrationInternal","document_event_listener_","field","EventListener<DocumentSnapshot> *","EventListener<DocumentSnapshot> *","firestore/src/android/listener_registration_android.h",87
"firebase::firestore::LoadBundleTaskProgress","state_","field","State","State","firestore/src/include/firebase/firestore/load_bundle_task_progress.h",79
"firebase::firestore::Settings","host_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/include/firebase/firestore/settings.h",214
"firebase::firestore::Settings","executor_","field","shared_ptr<const Executor>","shared_ptr<const Executor>","firestore/src/include/firebase/firestore/settings.h",227
"firebase::firestore::Transaction","internal_","field","TransactionInternal *","TransactionInternal *","firestore/src/include/firebase/firestore/transaction.h",137
"firebase::firestore::WriteBatch","internal_","field","WriteBatchInternal *","WriteBatchInternal *","firestore/src/include/firebase/firestore/write_batch.h",182
"firebase::firestore::FirestoreInfo","name_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",444
"firebase::firestore::FirestoreInfo","firestore_","field","unique_ptr<Firestore, default_delete<Firestore>>","unique_ptr<Firestore, default_delete<Firestore>>","firestore/integration_test_internal/src/firestore_integration_test.h",446
"firebase::firestore::FirestoreInfo","database_id_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",445
"firebase::firestore::Stopwatch","mutex_","field","mutex","mutex","firestore/integration_test_internal/src/firestore_integration_test.h",203
"firebase::firestore::Stopwatch","stop_time_","field","time_point<steady_clock, duration<long long, ratio<1L, 1000000000L>>>","time_point<steady_clock, duration<long long, ratio<1L, 1000000000L>>>","firestore/integration_test_internal/src/firestore_integration_test.h",205
"firebase::firestore::Stopwatch","start_time_","field","time_point<steady_clock, duration<long long, ratio<1L, 1000000000L>>>","time_point<steady_clock, duration<long long, ratio<1L, 1000000000L>>>","firestore/integration_test_internal/src/firestore_integration_test.h",204
"firebase::firestore::TestEventListener<T>","name_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",165
"firebase::firestore::TestEventListener<T>","mutex_","field","Mutex","Mutex","firestore/integration_test_internal/src/firestore_integration_test.h",163
"firebase::firestore::TestEventListener<T>","last_results_","field","vector<T, allocator<T>>","vector<T, allocator<T>>","firestore/integration_test_internal/src/firestore_integration_test.h",169
"firebase::firestore::TestEventListener<T>","first_error_message_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/integration_test_internal/src/firestore_integration_test.h",175
"firebase::firestore::TestEventListener<T>","first_error_code_","field","error","error","firestore/integration_test_internal/src/firestore_integration_test.h",174
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","handle_","field","SafeFutureHandle<PublicT>","SafeFutureHandle<PublicT>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<PublicT>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","handle_","field","SafeFutureHandle<void>","SafeFutureHandle<void>","firestore/src/android/promise_android.h",175
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","impl_","field","ReferenceCountedFutureImpl *","ReferenceCountedFutureImpl *","firestore/src/android/promise_android.h",176
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","completion_","field","Completion *","Completion *","firestore/src/android/promise_android.h",177
"firebase::firestore::Promise<PublicType, InternalType, FnEnumType>::CompleterBase<void>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_android.h",172
"firebase::firestore::jni::Env","context_","field","void *","void *","firestore/src/jni/env.h",544
"firebase::firestore::jni::Env","env_","field","<error-type> *","<error-type> *","firestore/src/jni/env.h",541
"firebase::firestore::jni::Env","exception_handler_","field","..(*)(..)","..(*)(..)","firestore/src/jni/env.h",543
"firebase::firestore::jni::Local<Object>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Local<CancellationTokenSource>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::jni::Loader","app_","field","App *","App *","firestore/src/jni/loader.h",165
"firebase::firestore::jni::Loader","env_","field","<error-type> *","<error-type> *","firestore/src/jni/loader.h",166
"firebase::firestore::jni::Loader","embedded_files_","field","vector<EmbeddedFile, allocator<EmbeddedFile>>","vector<EmbeddedFile, allocator<EmbeddedFile>>","firestore/src/jni/loader.h",177
"firebase::firestore::jni::Loader","loaded_classes_","field","vector<<error-type>, allocator<<error-type>>>","vector<<error-type>, allocator<<error-type>>>","firestore/src/jni/loader.h",174
"firebase::firestore::jni::Loader","last_class_","field","error","error","firestore/src/jni/loader.h",169
"firebase::firestore::jni::Loader","last_class_name_","field","basic_string<char, char_traits<char>, allocator<char>>","basic_string<char, char_traits<char>, allocator<char>>","firestore/src/jni/loader.h",168
"firebase::firestore::jni::MethodBase","name_","field","char *","char *","firestore/src/jni/declaration.h",90
"firebase::firestore::jni::MethodBase","id_","field","error","error","firestore/src/jni/declaration.h",93
"firebase::firestore::jni::MethodBase","sig_","field","char *","char *","firestore/src/jni/declaration.h",91
"firebase::firestore::jni::ConstructorBase","id_","field","error","error","firestore/src/jni/declaration.h",54
"firebase::firestore::jni::ConstructorBase","clazz_","field","error","error","firestore/src/jni/declaration.h",53
"firebase::firestore::jni::ConstructorBase","sig_","field","char *","char *","firestore/src/jni/declaration.h",51
"firebase::firestore::FieldPathPortable","segments_","field","vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>","vector<basic_string<char, char_traits<char>, allocator<char>>, allocator<basic_string<char, char_traits<char>, allocator<char>>>>","firestore/src/android/field_path_portable.h",99
"firebase::firestore::jni::Local<GeoPointInternal>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::JniRunnable<CallbackT>","callback_","field","CallbackT","CallbackT","firestore/src/android/jni_runnable_android.h",156
"firebase::firestore::jni::Local<Task>","env_","field","<error-type> *","<error-type> *","firestore/src/jni/ownership.h",159
"firebase::firestore::JniRunnableBase","java_runnable_","field","Global<Object>","Global<Object>","firestore/src/android/jni_runnable_android.h",109
"firebase::firestore::jni::StaticMethodBase","name_","field","char *","char *","firestore/src/jni/declaration.h",174
"firebase::firestore::jni::StaticMethodBase","id_","field","error","error","firestore/src/jni/declaration.h",178
"firebase::firestore::jni::StaticMethodBase","clazz_","field","error","error","firestore/src/jni/declaration.h",177
"firebase::firestore::jni::StaticMethodBase","sig_","field","char *","char *","firestore/src/jni/declaration.h",175
"firebase::firestore::jni::StaticFieldBase","name_","field","char *","char *","firestore/src/jni/declaration.h",132
"firebase::firestore::jni::StaticFieldBase","id_","field","error","error","firestore/src/jni/declaration.h",136
"firebase::firestore::jni::StaticFieldBase","clazz_","field","error","error","firestore/src/jni/declaration.h",135
"firebase::firestore::jni::StaticFieldBase","sig_","field","char *","char *","firestore/src/jni/declaration.h",133
"firebase::firestore::jni::ArenaRef","entry_","field","shared_ptr<ObjectArenaEntry>","shared_ptr<ObjectArenaEntry>","firestore/src/jni/arena_ref.h",121
"firebase::firestore::Wrapper","obj_","field","ArenaRef","ArenaRef","firestore/src/android/wrapper.h",61
"firebase::firestore::Wrapper","firestore_","field","FirestoreInternal *","FirestoreInternal *","firestore/src/android/wrapper.h",60
"firebase::firestore::LambdaEventListener<void>","callback_","field","function<..(..)>","function<..(..)>","firestore/src/android/lambda_event_listener.h",63
"firebase::firestore::LambdaEventListener<T>","callback_","field","function<..(..)>","function<..(..)>","firestore/src/android/lambda_event_listener.h",49
"firebase::firestore::FirestoreInternalWeakReference","mutex_","field","recursive_mutex","recursive_mutex","firestore/src/android/firestore_android.h",263
"firebase::firestore::FirestoreInternalWeakReference","firestore_","field","FirestoreInternal *","FirestoreInternal *","firestore/src/android/firestore_android.h",264
"firebase::firestore::PromiseFactory<AsyncFn>","firestore_ref_","field","FirestoreInternalWeakReference","FirestoreInternalWeakReference","firestore/src/android/promise_factory_android.h",100
"firebase::firestore::LambdaEventListener<LoadBundleTaskProgress>","callback_","field","error","error","firestore/src/android/lambda_event_listener.h",49
